ISSN,Título,Estrato,Classificação
2175-1846,REVISTA ELETRÔNICA CIENTÍFICA INOVAÇÃO E TECNOLOGIA,C ,Atualizado
1982-7199,REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS),C ,Atualizado
1518-1944,REVISTA ELETRÔNICA DE ENFERMAGEM,B5,Atualizado
2236-5044,REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA,C ,Atualizado
1519-8219,REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA,C ,Atualizado
1677-3071,REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO (RESI),B5,Atualizado
2177-0425,REVISTA ELETRÔNICA DE TECNOLOGIA E CUTURA,C ,Atualizado
1517-1256,REVISTA ELETRÔNICA DO MESTRADO EM EDUCAÇÃO AMBIENTAL,C ,Atualizado
2236-1170,"REVISTA ELETRÔNICA EM GESTÃO, EDUCAÇÃO E TECNOLOGIA AMBIENTAL",C ,Atualizado
1984-0993,REVISTA ELETRÔNICA TECCEN,C ,Atualizado
2359-6082,REVISTA EMREDE - REVISTA DE EDUCAÇÃO À DISTÂNCIA,C ,Atualizado
1809-4430,REVISTA ENGENHARIA AGRÍCOLA (ON-LINE),B5,Atualizado
0120-6230,REVISTA FACULTAD DE INGENIERÍA UNIVERSIDAD DE ANTIOQUIA,B5,Atualizado
1138-1663,REVISTA GALEGO-PORTUGUESA DE PSICOLOXÍA E EDUCACIÓN,B5,Atualizado
0102-6933,REVISTA GAÚCHA DE ENFERMAGEM (UFRGS),B5,Atualizado
2237-0722,"REVISTA GEINTEC: GESTÃO, INOVAÇÃO E TECNOLOGIAS",C ,Atualizado
1984-8153,REVISTA GESTÃO & SAÚDE (CURITIBA),C ,Atualizado
2177-6652,REVISTA GESTÃO & TECNOLOGIA,B5,Atualizado
1138-2783,REVISTA IBEROAMERICANA DE EDUCACIÓN A DISTANCIA,B5,Atualizado
1982-5587,REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO,B5,Atualizado
1137-2729,REVISTA IBEROAMERICANA DE INGENIERÍA MECÁNICA,C ,Atualizado
1548-0992,REVISTA IEEE AMÉRICA LATINA,B4,Atualizado
0717-9103,REVISTA INGENIERIA INDUSTRIAL,C ,Atualizado
2175-8247,REVISTA INNOVARE,C ,Atualizado
2448-4105,REVISTA INNOVER,C ,Atualizado
0120-0976,REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA,B5,Atualizado
2238-1295,REVISTA INTERCIÊNCIA E SOCIEDADE,C ,Atualizado
2359-4756,REVISTA INTERCIENTE,C ,Atualizado
2359-4942,REVISTA INTERFACES CIENTÍFICAS ? EXATAS E TECNOLÓGICAS,C ,Atualizado
0213-1315,REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA CÁLCULO Y DISEÑO EN INGENIERÍA,B4,Atualizado
2236-0093,REVISTA JUNIOR DE INICIAÇÃO CIENTÍFICA EM CIÊNCIAS EXATAS E ENGENHARIA,C ,Atualizado
2236-0093,REVISTA JUNIOR DE INICIAÇÃO CIENTÍFICA EM CIÊNCIAS EXATAS E ENGENHARIA,C ,Atualizado
2176-901X,REVISTA KAIRÓS (ONLINE),C ,Atualizado
1518-8345,REVISTA LATINO-AMERICANA DE ENFERMAGEM (USP - RIBEIRÃO PRETO),B4,Atualizado
1695-288X,REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA,B5,Atualizado
1937-8823,REVISTA LATINOAMERICANA Y DEL CARIBE DE LA ASOCIACIO'N DE SISTEMAS DE INFORMACIO'N,C ,Atualizado
1983-2192,REVISTA LEVS (MARÍLIA),C ,Atualizado
2358-2006,REVISTA MAPA D2,C ,Atualizado
0103-4162,REVISTA MEDICA (PASSO FUNDO),C ,Atualizado
2316-4522,REVISTA MILITAR DE CIÊNCIA E TECNOLOGIA,B5,Atualizado
2525-4782,"REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO",C ,Atualizado
1809-3264,REVISTA QUERUBIM,B5,Atualizado
2236-739X,REVISTA RETEC,C ,Atualizado
1809-0761,REVISTA SAÚDE.COM,C ,Atualizado
1678-1252,REVISTA SETREM,C ,Atualizado
2525-9555,REVISTA SISTEMAS E MÍDIAS DIGITAIS,C ,Atualizado
1809-3957,REVISTA SODEBRAS,C ,Atualizado
1809-3957,REVISTA SODEBRAS,C ,Atualizado
2176-7181,REVISTA TCMRJ,C ,Atualizado
1809-0044,REVISTA TECNOLOGIA E SOCIEDADE,B5,Atualizado
1984-4751,REVISTA TECNOLOGIAS NA EDUCAÇÃO,C ,Atualizado
1517-8048,REVISTA TECNOLÓGICA (UEM),C ,Atualizado
2358-1425,REVISTA TEMPOS E ESPAÇOS EM EDUCAÇÃO (ONLINE),C ,Atualizado
2236-5435,REVISTA TERAPIA MANUAL,C ,Atualizado
2314-274X,REVISTA TRAM[P]AS DE LA COMUNICACIÓN Y LA CULTURA,C ,Atualizado
2316-9036,REVISTA USP,B5,Atualizado
1764-1667,REVUE DES NOUVELLES TECHNOLOGIES DE ,L'INFORMATION,Atualizado
1983-6635,RGO. REVISTA GESTÃO ORGANIZACIONAL (ONLINE),C ,Atualizado
1980-7031,RIC@. REVISTA INTERDISCIPLINAR CIENTÍFICA APLICADA,C ,Atualizado
0272-4332,RISK ANALYSIS,B3,Atualizado
1547-6286,RNA BIOLOGY,B2,Atualizado
0263-5747,ROBOTICA (CAMBRIDGE. PRINT),A2,Atualizado
0921-8890,ROBOTICS AND AUTONOMOUS SYSTEMS (PRINT),A1,Atualizado
0736-5845,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,A2,Atualizado
2054-5703,ROYAL SOCIETY OPEN SCIENCE,C ,Atualizado
2046-2069,RSC ADVANCES: AN INTERNATIONAL JOURNAL TO FURTHER THE CHEMICAL SCIENCES,B2,Atualizado
1980-5160,S & G. SISTEMAS & GESTÃO,C ,Atualizado
2158-2440,SAGE OPEN,B5,Atualizado
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH (PRINT),B4,Atualizado
2176-9206,SAÚDE E PESQUISA,C ,Atualizado
0103-1104,SAUDE EM DEBATE,C ,Atualizado
2236-3297,SBC JOURNAL ON 3D INTERACTIVE SYSTEMS,B3,Atualizado
2236-3297,SBC JOURNAL ON 3D INTERACTIVE SYSTEMS,B3,Atualizado
1895-1767,SCALABLE COMPUTING. PRACTICE AND EXPERIENCE,B2,Atualizado
0167-6423,SCIENCE OF COMPUTER PROGRAMMING (PRINT),A2,Atualizado
0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,B1,Atualizado
0304-4238,SCIENTIA HORTICULTURAE,B4,Atualizado
1808-2793,SCIENTIA PLENA,C ,Atualizado
2164-2826,SCIENTIFIC JOURNAL OF EDUCATION TECHNOLOGY,B5,Atualizado
2045-2322,SCIENTIFIC REPORTS,A1,Atualizado
2045-2322,SCIENTIFIC REPORTS,A1,Atualizado
1588-2861,SCIENTOMETRICS (ONLINE),A1,Atualizado
0138-9130,SCIENTOMETRICS (PRINT),A1,Atualizado
1939-0114,SECURITY AND COMMUNICATION NETWORKS,B1,Atualizado
1679-0375,SEMINA. CIÊNCIAS EXATAS E TECNOLÓGICAS (ONLINE),C ,Atualizado
1726-5479,SENSORS & TRANSDUCERS,C ,Atualizado
0924-4247,"SENSORS AND ACTUATORS. A, PHYSICAL",B3,Atualizado
0925-4005,"SENSORS AND ACTUATORS. B, CHEMICAL",B1,Atualizado
1424-8220,SENSORS (BASEL),A1,Atualizado
1517-2112,SEPA. SEMINÁRIO ESTUDANTIL DE PRODUÇÃO ACADÊMICA,C ,Atualizado
1414-5138,SÉRIE-ESTUDOS (UCDB),C ,Atualizado
1863-2386,SERVICE ORIENTED COMPUTING AND APPLICATIONS,B1,Atualizado
1877-0533,SET-VALUED AND VARIATIONAL ANALYSIS: THEORY AND APPLICATIONS,B3,Atualizado
1536-0040,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,B3,Atualizado
0036-1399,SIAM JOURNAL ON APPLIED MATHEMATICS (PRINT),B3,Atualizado
0363-0129,SIAM JOURNAL ON CONTROL AND OPTIMIZATION (PRINT),A1,Atualizado
0895-4801,SIAM JOURNAL ON DISCRETE MATHEMATICS (PRINT),A2,Atualizado
1095-7189,SIAM JOURNAL ON OPTIMIZATION,A1,Atualizado
1052-6234,SIAM JOURNAL ON OPTIMIZATION (PRINT),A1,Atualizado
0036-1445,SIAM REVIEW (PRINT),A1,Atualizado
0037-4466,SIBERIAN MATHEMATICAL JOURNAL,B4,Atualizado
1551-3688,SIGBED REVIEW,B5,Atualizado
1931-0145,SIGKDD EXPLORATIONS,B5,Atualizado
0163-5808,SIGMOD RECORD,A1,Atualizado
1863-1703,"SIGNAL, IMAGE AND VIDEO PROCESSING",B1,Atualizado
1863-1711,"SIGNAL, IMAGE AND VIDEO PROCESSING",B1,Atualizado
1863-1703,"SIGNAL, IMAGE AND VIDEO PROCESSING (PRINT)",B1,Atualizado
0923-5965,SIGNAL PROCESSING. IMAGE COMMUNICATION,A2,Atualizado
0165-1684,SIGNAL PROCESSING (PRINT),A1,Atualizado
2032-9806,SIGNATA: ANNALES DES SÉMIOTIQUES,C ,Atualizado
1946-7729,SIGSPATIAL SPECIAL,C ,Atualizado
1569-190X,SIMULATION MODELLING PRACTICE AND THEORY,B1,Atualizado
0037-5497,"SIMULATION (SAN DIEGO, CALIF.)",B1,Atualizado
2177-451X,SINERGIA (IFSP. ONLINE),C ,Atualizado
1983-5604,SISTEMAS DE INFORMAÇÃO (MACAÉ),B5,Atualizado
1749-5024,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE (ONLINE),B5,Atualizado
1869-5450,SOCIAL NETWORK ANALYSIS AND MINING,B5,Atualizado
1869-5469,SOCIAL NETWORK ANALYSIS AND MINING,B5,Atualizado
2169-3285,SOCIAL NETWORKING,C ,Atualizado
0277-9536,SOCIAL SCIENCE & MEDICINE (1982),B3,Atualizado
1433-7479,SOFT COMPUTING,A2,Atualizado
1432-7643,SOFT COMPUTING (BERLIN. PRINT),A2,Atualizado
1432-7643,SOFT COMPUTING (HEIDELBERG),A2,Atualizado
1619-1366,SOFTWARE AND SYSTEMS MODELING,B1,Atualizado
1619-1366,SOFTWARE AND SYSTEMS MODELING,B1,Atualizado
0163-5948,SOFTWARE ENGINEERING NOTES,B5,Atualizado
0038-0644,"SOFTWARE, PRACTICE & EXPERIENCE (PRINT)",A2,Atualizado
1097-024X,SOFTWARE: PRACTICE AND EXPERIENCE,A2,Atualizado
0963-9314,SOFTWARE QUALITY JOURNAL,B1,Atualizado
1573-1367,SOFTWARE QUALITY JOURNAL (ONLINE),B1,Atualizado
1522-0540,SOFTWARE QUALITY PROFESSIONAL,C ,Atualizado
0960-0833,"SOFTWARE TESTING, VERIFICATION & RELIABILITY",B1,Atualizado
1099-1689,"SOFTWARE TESTING, VERIFICATION AND RELIABILITY",B1,Atualizado
1387-5868,SPATIAL COGNITION AND COMPUTATION,B1,Atualizado
2211-6753,SPATIAL STATISTICS,B3,Atualizado
2213-7793,SPRINGER SCIENCE REVIEWS,C ,Atualizado
0081-3869,SPRINGER TRACTS IN MODERN PHYSICS,B5,Atualizado
2193-1801,SPRINGERPLUS,B3,Atualizado
1677-9185,SQL MAGAZINE,C ,Atualizado
1944-3277,STANDARDS IN GENOMIC SCIENCES,B4,Atualizado
1572-3127,STATISTICAL METHODOLOGY,B3,Atualizado
1618-2510,STATISTICAL METHODS & APPLICATIONS,B4,Atualizado
0277-6715,STATISTICS IN MEDICINE (PRINT),B3,Atualizado
1615-147X,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION (PRINT),A1,Atualizado
1545-2255,STRUCTURAL CONTROL & HEALTH MONITORING (PRINT),B4,Atualizado
1475-9217,STRUCTURAL HEALTH MONITORING,B3,Atualizado
0039-3215,STUDIA LOGICA,B1,Atualizado
1860-949X,STUDIES IN COMPUTATIONAL INTELLIGENCE,C ,Atualizado
1860-949X,STUDIES IN COMPUTATIONAL INTELLIGENCE,C ,Atualizado
0926-9630,STUDIES IN HEALTH TECHNOLOGY AND INFORMATICS,B5,Atualizado
0100-5405,SUMMA PHYTOPATHOLOGICA (IMPRESSO),B5,Atualizado
0714-0045,SURVEY METHODOLOGY,B4,Atualizado
2210-5379,SUSTAINABLE COMPUTING: INFORMATICS AND SYSTEMS,B1,Atualizado
2210-6502,SWARM AND EVOLUTIONARY COMPUTATION,A1,Atualizado
1935-3812,SWARM INTELLIGENCE,A2,Atualizado
2305-6991,"SYSTEMS. CONNECTING MATTER, LIFE, CULTURE AND TECHNOLOGY",B5,Atualizado
2238-8079,"TEAR - REVISTA DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",B5,Atualizado
0040-1625,TECHNOLOGICAL FORECASTING & SOCIAL CHANGE,B2,Atualizado
0102-5503,TECNOLOGIA EDUCACIONAL,C ,Atualizado
2318-8839,"TECNOLOGIAS, SOCIEDADE E CONHECIMENTO",C ,Atualizado
1892-6753,TECNO-LÓGICA (SANTA CRUZ DO SUL . ONLINE),C ,Atualizado
1415-6229,TECNO-LÓGICA (UNISC),C ,Atualizado
0040-1951,TECTONOPHYSICS (AMSTERDAM),B2,Atualizado
1572-9451,TELECOMMUNICATION SYSTEMS,B1,Atualizado
0308-5961,TELECOMMUNICATIONS POLICY,B3,Atualizado
1018-4864,TELECOMMUNICATIONS SYSTEMS,B1,Atualizado
0736-5853,TELEMATICS AND INFORMATICS,A2,Atualizado
1530-5627,TELEMEDICINE JOURNAL AND E-HEALTH,A2,Atualizado
1677-1966,TEMA. TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL,B5,Atualizado
1807-8931,TEMÁTICA,C ,Atualizado
1982-8829,TEMPUS ACTAS DE SAÚDE COLETIVA,C ,Atualizado
2177-6776,TENDÊNCIAS E TÉCNICAS EM REALIDADE VIRTUAL E AUMENTADA,C ,Atualizado
2447-3634,TENDÊNCIAS E TÉCNICAS EM SISTEMAS COMPUTACIONAIS,C ,Atualizado
2179-8451,TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL,B5,Atualizado
2237-8707,TEORIA E PRÁTICA DA EDUCAÇÃO,C ,Atualizado
1133-0686,TEST (MADRID),B3,Atualizado
0002-9890,THE AMERICAN MATHEMATICAL MONTHLY,B4,Atualizado
1050-5164,THE ANNALS OF APPLIED PROBABILITY,B3,Atualizado
1077-8926,THE ELECTRONIC JOURNAL OF COMBINATORICS,B1,Atualizado
1089-3032,THE ELECTRONIC JOURNAL OF GEOTECHNICAL ENGINEERING,C ,Atualizado
1681-8997,THE EMPIRICAL ECONOMICS LETTERS,C ,Atualizado
1434-6028,"THE EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER PHYSICS (PRINT)",B3,Atualizado
1951-6355,THE EUROPEAN PHYSICAL JOURNAL. SPECIAL TOPICS,B3,Atualizado
2055-3714,THE IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS,B5,Atualizado
1094-3420,THE INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,B1,Atualizado
1989-1660,THE INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE - IJIMAI,C ,Atualizado
1942-2644,THE INTERNATIONAL JOURNAL ON ADVANCES IN NETWORKS AND SERVICES,C ,Atualizado
1076-9757,THE JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH (PRINT),A1,Atualizado
0021-9606,THE JOURNAL OF CHEMICAL PHYSICS,B2,Atualizado
0022-037X,THE JOURNAL OF DEVELOPING AREAS,B5,Atualizado
1062-3701,THE JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,B4,Atualizado
0270-6474,THE JOURNAL OF NEUROSCIENCE,B1,Atualizado
1573-0484,THE JOURNAL OF SUPERCOMPUTING (DORDRECHT. ONLINE),B1,Atualizado
0164-1212,THE JOURNAL OF SYSTEMS AND SOFTWARE,A2,Atualizado
0001-4966,THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,B3,Atualizado
0269-8889,THE KNOWLEDGE ENGINEERING REVIEW,B1,Atualizado
0270-4137,THE PROSTATE (PRINT),B2,Atualizado
1537-744X,THE SCIENTIFIC WORLD JOURNAL,B5,Atualizado
0178-2789,THE VISUAL COMPUTER,A2,Atualizado
1432-2315,THE VISUAL COMPUTER (INTERNET),A2,Atualizado
1066-8888,THE VLDB JOURNAL,A2,Atualizado
1792-8788,THEMES IN SCIENCE AND TECHNOLOGY EDUCATION,B5,Atualizado
0304-3975,THEORETICAL COMPUTER SCIENCE,A1,Atualizado
1471-0684,THEORY AND PRACTICE OF LOGIC PROGRAMMING,A2,Atualizado
1475-3081,THEORY AND PRACTICE OF LOGIC PROGRAMMING (ONLINE),A2,Atualizado
1431-7613,THEORY IN BIOSCIENCES,B3,Atualizado
1230-3429,TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS,B3,Atualizado
0300-483X,TOXICOLOGY (AMSTERDAM),B2,Atualizado
0041-0101,TOXICON (OXFORD),B3,Atualizado
1361-1682,TRANSACTIONS IN GIS (PRINT),B1,Atualizado
1864-3027,TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT (PRINT),B5,Atualizado
2161-3915,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES (ONLINE),B1,Atualizado
1869-6015,TRANSACTIONS ON PATTERN LANGUAGES OF PROGRAMMING,B5,Atualizado
0103-1147,TRANSFORMAÇÃO,C ,Atualizado
1473-0502,TRANSFUSION AND APHERESIS SCIENCE,B4,Atualizado
0041-1132,"TRANSFUSION (ARLINGTON, VA.)",B3,Atualizado
0958-7578,TRANSFUSION MEDICINE (PRINT),B4,Atualizado
0103-3786,TRANSINFORMAÇÃO,B5,Atualizado
1936-5233,TRANSLATIONAL ONCOLOGY (ONLINE),B5,Atualizado
0968-090X,"TRANSPORTATION RESEARCH. PART C, EMERGING TECHNOLOGIES",B2,Atualizado
1366-5545,"TRANSPORTATION RESEARCH. PART E, LOGISTICS AND TRANSPORTATION REVIEW",B3,Atualizado
0041-1655,TRANSPORTATION SCIENCE,B2,Atualizado
2237-1346,TRANSPORTES (RIO DE JANEIRO),B5,Atualizado
1614-2942,TREE GENETICS & GENOMES (PRINT),B4,Atualizado
0167-7799,TRENDS IN BIOTECHNOLOGY (REGULAR ED.),B1,Atualizado
0301-679X,TRIBOLOGY INTERNATIONAL,B3,Atualizado
1809-3426,TRIBUTAÇÃO EM REVISTA,C ,Atualizado
1983-2052,TROPICAL PLANT PATHOLOGY,B4,Atualizado
1982-5676,TROPICAL PLANT PATHOLOGY (IMPRESSO),B4,Atualizado
0752-4072,TSI. TECHNIQUE ET SCIENCE INFORMATIQUES,C ,Atualizado
0041-624X,ULTRASONICS (GUILDFORD),B3,Atualizado
1615-5297,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (INTERNET),B1,Atualizado
1615-5289,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (PRINT),B1,Atualizado
2448-4180,UNIVERSO PM - REVISTA DE GERENCIAMENTO DE PROJETOS,C ,Atualizado
2301-3850,UNMANNED SYSTEMS,B5,Atualizado
1982-2243,VEREDAS - REVISTA DE ESTUDOS LINGUÍSTICOS,C ,Atualizado
1984-6746,VERITAS ONLINE,C ,Atualizado
0102-7352,VETOR (FURG),C ,Atualizado
0042-9007,VOX SANGUINIS (BASEL. 1956),B3,Atualizado
0956-053X,WASTE MANAGEMENT (ELMSFORD),B1,Atualizado
1570-1263,WEB INTELLIGENCE AND AGENT SYSTEMS,B5,Atualizado
1942-4787,WILEY INTERDISCIPLINARY REVIEWS: DATA MINING AND KNOWLEDGE DISCOVERY,A2,Atualizado
1757-7012,WILEY INTERDISCIPLINARY REVIEWS: RNA,B5,Atualizado
1530-8677,WIRELESS COMMUNICATIONS AND MOBILE COMPUTING,A2,Atualizado
1022-0038,WIRELESS NETWORKS,A2,Atualizado
1572-8196,WIRELESS NETWORKS (ONLINE),A2,Atualizado
0929-6212,WIRELESS PERSONAL COMMUNICATIONS,B1,Atualizado
1307-6892,"WORD ACADEMY OF SCIENCE, ENGINEERING AND TECHONOLOGY",C ,Atualizado
1051-9815,"WORK (READING, MA)",B4,Atualizado
2010-3778,"WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY",C ,Atualizado
1307-6892,"WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY",C ,Atualizado
0974-567X,WORLD DIGITAL LIBRARIES,B5,Atualizado
1949-8454,WORLD JOURNAL OF BIOLOGICAL CHEMISTRY,C ,Atualizado
2161-6809,WORLD JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,C ,Atualizado
1386-145X,WORLD WIDE WEB (BUSSUM),B1,Atualizado
1790-0832,WSEAS TRANSACTIONS ON INFORMATION SCIENCE AND APPLICATIONS,C ,Atualizado
0044-2275,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK (PRINTED ED.),B3,Atualizado
1619-4500,4OR (BERLIN),B1,Atualizado
